comments,sentiment
자기자신이 학폭해놓고 연예인 한다는거 자체가 문재인 스러운거지 <br>졸라 뻔뻔 예전 유튜버 쯔양도 천사표얼굴 해놓고 학폭 제보자들 몇 있었다지,1
ㅋㅋ 제보가 있으면 링크를 걸던가 페미 한마리가 물흐리네 ㅉㅉ,1
아비규환이구만 연예인 학폭으로 쉴드질 정치 개돼지 국민들 다됬네,1
원래 개돼지 천지였음<br>님도 그중 하나일지도 모름...,1
과거일뿐은 무슨ㅋ 당연히 한사람 인생 ㅆㅊ냈으면 그에 합당한 댓가를 치뤄야지.진짜 후자의견 가지고 있는넘들 면상을 공개해야함,1
잔나비 저 남자는 얼굴이 역대급 폭력 아님? 어떻게 저 얼굴로 연예인을 할 수 있지?,1
과거는 과거일뿐? ㅋㅋㅋ ㅈ까라<br>그말 조두순 한테도 할 수 있냐?? ㅋㅋㅋ,1
즈그들 면상 ㄷ똥칠한건 본인들 업보지 ㅋㅋ 꼴 존나 좋다ㅋㅋㅋㅋ풎,1
대선 소주 못 마시게 홍보 합니다<br>사실 오빠야  할때 천박한 양아치 광고였음<br>남자들은 오빠야소리가 구엽고 데리고 놀기 좋은 같이 술먹고 자빠지자란 느낌이 들어 천박하다 생각들었음,1
하 진짜 가해자들 진짜 진심으로 죽여버리고 싶다. 와... 진짜 저렇게 나쁜 애들이 있냐...,1
근데 이런 일이 진짜  일어남? 우리 땐  애들이 체인이나 빠루 들고다녀서 조금이라도 건들면 두개골 뿌시거나 휘발류 뿌려서 불태워 죽였는데,1
이누나데게못생긴,1
야 바보들아 세끼야,1
이시발세끼,1
저거 먹어봐 ㅂㅅ아 ㅋㅋ 참 ㅆㅂ 사람을 개 ㅈ같이 만든다ㅂㅅ들,1
ㅈㅅ.. 세상기준이 병신임,1
구글검색 총알티비 개야함,1
야외에서 벗방하는 총알티비 BJ 꼭보셈,1
육덕몸매 bj 맞방잼있음 총알티비 ㄱㄱ,1
눈깔을 찌저 버릴라,1
와   못생긴것들이 생 날리를 쳐요 쯧쯧,1
저런 건 일어나서 죽빵을 갈기면 됩니다,1
🐶나빠저게나면일찐들머리샷하고머리통뿌셔버릴얌^^,1
ㅋㅋㅋㅋㅋㅋ사과티비 못봐서 잼민이 발정났누,1
사과티비 구글플레이스토어에서 보는거 맞냐고 십덕들아,1
왕따를 주도하는 와꾸들은 <br>애미없는 놈임,1
인간이 아니라 쓰레긴데,1
당하고만 있으니.계속 저러는겁니다<br><br>저런 버러지는  눈알이라도.뽑으세요<br><br>당하지마세요<br><br>무가치한 버러지들,1
ㅁㅊ다 와 진짜 왕따가해자 다 D져<br>버리길!!  피해자 불상ㅠㅠ 힘들겠다ㅠ,1
나는 진짜 왕따시키는 애들이 싫다고<br>나는 진짜 걔네 개패버리XXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX,1
야이나쁘새겨!!!!!!!!!!!!!!,1
나같으면 죽일듯,1
와 인성 쓰레기네  생일이여도 이런거 까지는 아니지 와니네 경찰서갈볼래? 깡패들아^-^ 경찰서 안가고 싶으면 그만햌ㅋ 그만 괴롭혀 니네가 한번 저렇게 돼봐라 애들 괴롭히는 깡패야^-^~그리고 사과 할줄은 몰르냐? 똑바로 재대로 사과해랔ㅋ,1
강소영ㅋㅋㅋㅋ니인성이나고쳐라 은비건드리지말궁 ㅋㅋ니가달걀맞아야지 ㅠ 부모믿고나대네ㅋㅋ,1
욕하고싶다극혐ㅉ ㅉ ㅉ,1
나 제네들꼭 벽의쳐박고싶슴,1
이런*친년이다있나진짜*라이아니야!다*졌어 욕해서죄송합니지너무열밭서 ㅠㅠ,1
ㅅㅂ저런년들 깜방에 다 쳐넣어야되,1
저 미친 년들 또라이? 아 이미 또라이지 ㅋㅋ<br>진짜 사람이 무슨 저러냐? 너넨 사람도 아니야...,1
존나 개빡빡빡치겠다,1
일본인들이 가해자 죽여라좀 아무 죄 없는사람 죽이지말고,1
님 정신승리하는거 개웃김 평생 그렇게 사세요  ㅋㅋㅋ 진짜 말 한마디한마디 나는 무식합니다 티내는거 개웃김,1
내같아도 좃같아서 학교안다닌다<br>시발것 시발 KBS는 범죄만 만들어서<br>방송내보내는게 말이가?<br>쓰레기방송국,1
저거 보고 좋다고 하는 년 참 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ 싸.이.코.패.스네 ㅁㅊ년,1
저년들 저러고 다니다가 칼 맞고 뒤진다.,1
왕따 괴롭히는 ㅁㅊㄴ들 조져버리러 가실분 구합니다1/100000000000,1
아진짜ㅗㅗ이거나먹어라ㅗㅗ,1
씨발 저년들ㅈ같네 니들은 바로 지옥행이야..,1
저  싸가지들 진짜 ㅈㄹ이네 ㅅㅂ년들,1
건드리는년 죽여버린다,1
야 이 십색두라,1
여자들 끼리 개 ㅈㄹ을 한다 흑형 불러,1
저렇게 가오떠는 놈들은 제대로 뚝배기 맞아야 정신차림,1
이런XX새끼들,1
왕따시키는 애들 얼굴도 못생기고 인성도 좆쓰레기다,1
선생이나  애새끼들이  미쳐가지고,1
동영상 보니까 화가나네여... 무슨이유는 모르겠지만.. 저런 쌍년들은   쳐  맞아야 되여..;;;;;;;;,1
아니저런 이상한년든이 있으면 확 뒤지게 패스면 진짜 좋게다.   <br>무슨 생일 할때 인간캐이크이요?(연기맞나?)사랑해할땐 욕할빼했어요.ㅎ,1
와....화난다!!!!!!!!ㅜㅜ싸가지없는년!!!,1
싸이코새끼들진짜뒤질려고저여자배우보면대가리때불꺼다시발,1
미친 일진세끼.,1
미띤새끼들이네...,1
시발 존나 가정교육 어떻게 시킴 ?,1
ㅗ ㅗㅗㅗㅗㅗㅗㅗㅗㅗㅗㅗㅗㅗㅗㅗㅗ미쳤다,1
또라이같은 년들......,1
씨발 반 전체가 지랄이네,1
왕따당하게 생긴애들이 왕따시키네,1
조수향이랑 박환희 개씹발라 버리고 싶다 연기지만 ㅎㅎ내 가지로 개뚫어줄텐데,1
아니 ×발 작작 건드려,1
ㄱhㅅhㄲl,1
참 김소현도 병신이다.,1
저런것들은 남자들 앞에선 미친년되고..쓰레기 그냥 악마와 악마의 혼혈..,1
ㅅㅂ뭐하는거야 십새끼들,1
쌰발저런애눈을속빼조야댄다니까 어?  아니? 그걸론안대지걍 죽여버리고 내가 진짜 그왕따애 일진대게해준다 참 어이가없어서 그냥막확쯔쯔 ㅋㅋㅋㅋㅋㅋ ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,1
씨발모냐와인성쓰레기네 저런못생긴새끼들,1
괴롭히는놈들죽이고싶다-----&gt;,1
저 ㅇㅇ들 진 짜루 한대 때어주고 싶다.저 ㅇ ㅇㅇ들 ㅉㅉ,1
"한마디만 한다. 저 씹새끼들, 애미 없는 새끼들 교육 못 밭은 애들은 다 티가나지, 인성 코와이네를 넘어선 거의 박근혜랑 최순실이랑 김정일이랑 김정은이랑 일본놈들과 빼박이다.",1
1분 40초일때 난 싫어하면서 뭐하는짓이냐고 할 줄 알았는디 기뻐하는거 디지게 패구싶다,1
와 ㅁㅊ놈들,1
ㅅㅂ 빡쳐서 휴대폰 깨버릴 뻔했다ㅈㄲ,1
썅놈,1
초가 없는게 아쉽네 나두 사랑해  개죽여패버리고싶네,1
와 ㅅㅂ년들 ㅁㅊ 우리엄마 이름이랑 똑같아서 더화난다 ㅅㅂ,1
ㅅㅂ선생님들 뭐하냐 선생님이 더 ㅂㅅ인,1
ㅈㄴ패야되,1
"<a href=""https://www.youtube.com/watch?v=rVUD0uEIAY4&amp;t=1m43s"">1:43</a>존나역겹당..<br><br><br><br>냐듀쌰량행~/우엑",1
"실제론 소영이같이 생긴애들이 씹찐따 김소현 같이 이쁜애들이 ㄹㅇ 잘나감 ,, 개같은 외모지상주의 못생기면 ,,",1
정신연령 똥으로 쳐묵윽나!!!!!!!미친 엿 놈들을 다보겠네 그 이상한 냄샌 니들한테서 나는 거야 이것들아!!!,1
아무리 연기라지만... 저년들 다 쳐죽이고싶다,1
개빡치네 쳐패고싶다ㄹㅇ,1
미국년 가라😠,1
와 존나 못생겼다 생일인얘,1
미친 개샠히들,1
연기여도 왕따시킨얘들 진짜 죽여버리고 싶다.,1
"미친년들인가;,,,, 진짜 뚜까를... 아... ㅈㅅ...ㅠㅠ",1
썅! 그지들! <br>나이를 똥꼬로 <br>먹었는지 하는짓이 이것밖에없나?어이없넹..ㅎㅎ<br>지 입장만 생각하는 당신? 참할짓이없나보죵?ㅎㅎ,1
야이세끼들않돼겠내이공부도못하는년들이일진노이나하고아오지금시대가어딘데일진놀이나하고아슈빨,1
ㅋㅋㅋ. 미친 상또라이년들,1
뜨발룐들,1
ㅋㅋㅋㅋㅋ개찐따 같이 생긴애들이 인싸놀이하네 개한심,1
아니 연기라고 해도 너무했다..<br>미친년들이 감히 우리 소현이를...<br>씨발 개쌍냔이네..,1
염병하네 ㅋ,1
"겁나 빡치는 장면을 다시보니깐 더 겁나 빡치네? 아니 따당하는 애가 개이쁘고 착한데, 따시키는 개새끼들은 존나 뚱뚱하고, 못생겼냐? 생일을 챙겨줄것이면 케이크로 사서 주던지, 사람을 물건으로 가지고노나 애새끼들도 아닌, 청소년쯤 됬으면 적어도 양심은 가지고 있자 제발",1
아놔 좆같이 생긴 놈들,1
아니저렇게이쁜데 따를시키지말고따먹어야지 ㅂ.ㅅ들,1
씨발세끼들 😠😠죽이고싶다!!!!!!!,1
오징어년이 뭔 짓거리야,1
김소현이 은비왕따 식져는데 김소현 죽여버리고십다.,1
시부랄패죽이거싶다,1
ㅈ같은 새끼들 작직해라 니들이라면 기분 좋겠냐ㅅㅂ,1
김소현  언니 개롭힌사람들 쌍년들,1
저 미친세끼아니가,1
못생긴것들이이쁜애괴롭히네ㅋ,1
웃지마 뒤통수때리고싶으니까,1
강소영쌍또라이,1
미친연 이여석들죽어돠야정신이차리고 자기도똣같이 당해야해 그리고욕이나쳐먹어라 이게사가지엄는년들,1
우리반에도 이은비라는 애가 있는데 걔 진짜 죽여버리고싶어,1
저런 미친년들,1
아진짜 재내들 만나기만 해봐라아주ㅈㅇ버린다,1
엄마뒤진패거리들 저렇게괴롭히면진짜힘들듯,1
씨발놈들,1
노답새끼들!,1
불쌍함  내저새끼들 죽이고싶다.~,1
애미없는년들,1
강소영 너무 못생김,1
도현새퀴극혐나라면4명들조져버린다,1
ㅈㄴ쌍년들이네 엿나온다,1
김소현언니왕따시킨새끼들ㅈㄴ죽여버리고싶다,1
아놔ㅅㅂ 강소영 뭐냐 미친년 <br>하여튼 왓따 장보리에 연민정은 이쁘<br>기라두 하지 하여튼 못된년,1
나쁜년,1
이은비 불쌍  이런 씨부랄 존나 개지랄이야 왜그렇게 나대는지는 몰랏네,1
개새끼들진짜죽여버리고싶음  이은비예쁜애한테왜이딴쓰레기짓을왜해  아무리드라마해도이건심하지않아 조수향주겨버리고싶어,1
뭐 이럼? 왕따 시키는애 존나 미친년들임ㅋ,1
시벌,1
씨발..왕따를왜만들어 저런 나가뒤질새끼들,1
ㅅㅂ 무슨 사람케이크야 사람반죽이야 ㅁㅊ 애들을왕따를시키네 ㅅㅂ년들차라리 생일인년한텐 안하고 다른애한태는  하네 ㅅㅂ ㅁㅊ년들 인생접어야되,1
우리  저년들 때리러 갈래요?<br>,1
계속 보니 짜증남 <br>네가 복수 하고 싶다 <br>아 시발 네가 저 언니와 같은 나이면<br>한데 때리고 싶다 ,1
ㅅ ㅂ 김소현건드린새키 내가똥물퍼붓는더건들지마라,1
시발년진짜;;,1
ㅅㅂㅈㄴ짜증나네 우리 소현이언니 어떻게ㅜㅜ,1
왕따하는  미친년들  존나  깝치네.지들이 당해봐야 알지  개새끼들,1
"와,, 갑자기 지수가 보이네.. 황급히 종료합니다. 역겨워..",1
지수 쓰레기,1
아 ㅈㄴ 나이트 삐기 재질 웩,1
국민세금 수탈하는 좌좀새기가 ㅈㄴ선한척 하는 캐릭터 연기하는거 개극혐ㄷㄷㄷ와 ㅁㅊ,1
애들아 자살하지말고 주겨,1
청소년이라고 봐주면 안된다!<br> 씨발 법이 왜이리 더럽냐!<br>문재인국가 수준이다. 씨발,1
학폭 연예인들 태그좀 해보자 ㅋㅋㅋ 극혐종자들,1
장제원 아들 노엘 ㅅㄲ좀 진짜 어떻게 안되냐,1
ㄹㅇ 학교에서 징벌? 학생 패는게 사라진게 너무 아쉬움<br>학생패는걸로 화풀이 하는 ㅂㅅ선생들은 글렀지만<br>학폭하는 ㅅㄲ는 그냥 반 죠져야 말 처 듣던데 ㅎㅎ<br><br>중학생 때 미친넘이 재미로 어떤애 머리에 침뱉는거 쌤한태 걸려서<br>밀대 봉으로 쥰내 처 맞는거 생각하면ㅋㅋㅋㅋ,1
"<a href=""https://www.youtube.com/watch?v=tetFlvjO2G0&amp;t=1m57s"">1:57</a><br>우린 저들을 의학용어로 &quot;애미뒤진새끼&quot;들이라 부릅니다",1
와 씻팔 개소름,1
니 프사가 더 찐따같은데,1
"이런 드라마나 영화, 캠페인 광고를 많이 상영해서  좃같은 가해자 새끼들이 벌받는 시대가 빨리 와야 한다.",1
학부모 진짜 뺨따구 마렵네,1
내가 저여자 부모엿으면 일진들 다리 톱으로 다 잘랏다,1
시발 꿈 도 아니고 시발 뒈지기 직전 망상 엔딩이니깐 엔딩은 보지 말것을 추천 한다. 엔딩에서 다 말아 먹은 드라마.,1
일진 뚝배기 다 깨버리고 싶다,1
시 팔 난 제일듣기 싫은 말 뭔지알아? <br>경찰이예요 이 시팔 경찰들아 경찰이면 다야? 살인마잡는 형사보다 낮은 경찰새키들아 ㅉㅉ 꼭 대한민국은 경찰이예요 말만하면 사람들이 마음이 안전해지냐? 경찰이예요라고 말하는거말야~ 솔직하게 말할게 사실은 너의 죽음이라는 말이야 <br><br>그게 경찰들은 항상 시민들의 귀에 내 귀에 캔디라고 부르지 미국 경찰은 말야 바로 총들고 잡아가지만 우리 한국 경찰은~ 답이읎으야,1
와 진짜 개나소나 제작하는구나 <br>씨발 짧게 요약한 영상인데도 못보겠다 <br>퀄리티가 진짜 무슨 중학생들이 동아리에서 제작한수준이네,1
형님목소리에 제 똘똘이가 반응을합니다..,1
손가락 발가락 머리카락 다 태워야지,1
염산을 얼굴에 촥~~~!!!,1
그냥 예방적 살처분이 답. 코로나 퍼트리는 개독들이랑같이 살처분하면됨,1
연기 ㅈ같이 못하네 보기 불편한 수준인데,1
난 왜 드라마 찐따 왕따들이 이쁘고잘생긴지 모르겠다  ㅅㅂ 서럽네,1
하여간 학폭하는 븅신들은 사회적으로 매장시켜버려야되<br>가족들도 싹다,1
이야 저게 합의하면 될 일이라고 생각하는구나 학부모들 마인드가 참 썩었당..,1
이런 스토리 영화보면 못된 어른들 많은데 그중에서도 선생새끼들이 제일 병신같고 못된어른임. 학생들에게 사회성을 만드는 가장 큰 사회집단이 학교고 그 컨트롤러가 선생인데 개발암선생 꼭 한명씩 있음.,1
아................네가 욕해줄게요이런씨x구박씨나빨,1
마약하는 년이 강간당한걸 어떻게 기억하냐?,1
지금 저렇게 여자들 싸움에 남자가 껴들었다가는 잘못하면 인생 ㅈ될수도 있음<br>저건 옛날이라 가능,1
난 였으면 때린다,1
나: ㅗㅜㅑC👣년아!,1
맞네 걔<br>와 꽃뱀살인자가 나왔누<br>ㅋㅋ,1
대한민국 역사에 획을그은 양예원씨와 쫄보 이강민씨네요 ㅎ 페북때 같은 관종짓도 유독 꼴사납게하던 ㅋㅋ   이 영상도 주작이겠네요,1
나같으면 그자리에서 팔꿈치로 얼굴겁나 팻을텐데,1
멸치가 뭘하겠다고,1
그니깐 전번까봐 ㅋㅋ 너네오빠 ㅈ밥이니깐 아 내친구들 데려가도되? 일단 너네오빠 내가팬담에 손좀봐달라하게 ㅋㅋ 전번빨리까봐 ㅋㄱㄱ만나자,1
와.. 여기 나온 사람이 양예원이랑 이동민이야? 진짜 착한 척 지린다 시벌ㅋㅋㅋ,1
저분 착해서 그러지 저 남자분 험한 사람이 었으면<br>이 개 ㅅㄲ들아 어른 말하는데 ㅈㄹ 이야 이랬을듯,1
양예원 저 살인자년,1
지랄 주작싸네 병신들<br>일상이 주작인 새끼 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ 야!!! 는 지랄 ㅋㅋㅋㅋㅋ,1
"이 시대의 최고의 악녀가 나오네? 양 머시기..  구역질, 시궁창냄새 난다 증말... 완전 주작프로그램.",1
ㅁㅊ놈인가,1
